timestamp,package_id,product_id,location_lat,location_long,temperature_C,status,tamper_detected
2025-05-10 18:29:50.207175,PKG5389,PROD719,13.293238,123.739313,6.0,Delivered,False
2025-05-10 08:52:50.207598,PKG2879,PROD156,12.695159,124.514093,2.5,Out for Delivery,False
2025-05-10 14:18:50.207831,PKG4853,PROD454,13.380529,123.219508,7.2,Out for Delivery,False
2025-05-10 01:09:50.208073,PKG2427,PROD765,10.68415,120.799074,7.3,Out for Delivery,False
2025-05-10 09:43:50.208344,PKG7397,PROD639,12.770011,122.580027,5.1,Delayed,False
2025-05-10 16:03:50.208596,PKG6559,PROD833,10.010974,122.192008,2.6,Delayed,False
2025-05-10 04:40:50.208857,PKG3365,PROD560,10.228654,120.966287,7.0,Out for Delivery,True
2025-05-10 22:36:50.209095,PKG2136,PROD738,11.886363,123.354833,2.7,Delayed,False
2025-05-10 05:01:50.209718,PKG2600,PROD681,12.957549,120.755332,3.9,Delayed,False
2025-05-10 05:15:50.209946,PKG5353,PROD849,12.510731,123.275177,7.9,Delayed,False
2025-05-10 09:34:50.210327,PKG1815,PROD347,11.681533,123.372316,5.0,In Transit,False
2025-05-10 06:20:50.210788,PKG8976,PROD910,11.373086,121.893404,3.2,In Transit,False
2025-05-10 00:32:50.211241,PKG7648,PROD764,12.617418,124.367421,5.3,Delayed,False
2025-05-10 07:49:50.211531,PKG7520,PROD596,13.115882,124.777715,7.1,In Transit,False
2025-05-10 01:27:50.211775,PKG4075,PROD532,11.712473,120.869799,2.5,Delayed,False
2025-05-10 00:57:50.211997,PKG5353,PROD864,10.450106,124.342558,3.8,Delivered,True
2025-05-10 22:41:50.212205,PKG6691,PROD810,13.44098,123.14229,7.7,In Transit,False
2025-05-10 07:26:50.212439,PKG3920,PROD273,12.053741,122.579843,2.2,Out for Delivery,False
2025-05-10 13:49:50.212647,PKG6737,PROD928,10.290968,124.320252,5.3,Delivered,False
2025-05-10 05:04:50.212855,PKG1454,PROD498,11.286167,124.616543,7.3,Out for Delivery,True
2025-05-10 12:13:50.213393,PKG8509,PROD459,12.156416,123.259592,7.8,Delayed,False
